12.06.2020 00:00:00;RBA(Lot:5611.5 Maliyet:1.479087), AAL(Lot:1505.67 Maliyet:0.597741), GTA(Lot:7602.39 Maliyet:0.10523), NAKİT(Lot:0.1 Maliyet:1), ;0;10000
15.06.2020 00:00:00;MPS(Lot:302.34 Maliyet:1.653763), STH(Lot:3123.15 Maliyet:0.160095), TKF(Lot:127.65 Maliyet:3.916808), TZE(Lot:14698.97 Maliyet:0.034016), TZF(Lot:23343.76 Maliyet:0.021419), TZK(Lot:4341.75 Maliyet:0.115161), YAU(Lot:514.06 Maliyet:3.890634), YDE(Lot:97375.72 Maliyet:0.020539), YOD(Lot:102176.36 Maliyet:0.019574), ZBK(Lot:3.84 Maliyet:260.6894), NAKİT(Lot:0 Maliyet:1), ;0;10000
16.06.2020 00:00:00;KYA(Lot:7681.64 Maliyet:0.065161), ST1(Lot:39.54 Maliyet:12.658268), STH(Lot:6253.08 Maliyet:0.160095), TI3(Lot:6.77 Maliyet:73.91287), TZD(Lot:3022.88 Maliyet:0.165585), TZE(Lot:14714.95 Maliyet:0.034016), TZK(Lot:4346.47 Maliyet:0.115161), YAU(Lot:514.61 Maliyet:3.890634), YDE(Lot:97481.59 Maliyet:0.020539), YOD(Lot:102287.44 Maliyet:0.019574), ;10.87;10010.87
20.06.2020 00:00:00;KYA(Lot:30447.59 Maliyet:0.065927), RBH(Lot:325.5 Maliyet:1.541733), ST1(Lot:78.5 Maliyet:12.785679), STH(Lot:3134.57 Maliyet:0.160095), TI2(Lot:8.2 Maliyet:61.174488), TI3(Lot:26.82 Maliyet:74.84446), TZD(Lot:2980.11 Maliyet:0.168393), TZF(Lot:23429.18 Maliyet:0.021419), TZK(Lot:4357.63 Maliyet:0.115161), YAU(Lot:515.94 Maliyet:3.890634), ;25.72;10036.59
21.06.2020 00:00:00;ICA(Lot:54563.71 Maliyet:0.036945), KYA(Lot:7531.29 Maliyet:0.066916), RBH(Lot:327.4 Maliyet:1.539295), ST1(Lot:39.2 Maliyet:12.856556), TI2(Lot:8.16 Maliyet:61.733658), TI3(Lot:6.74 Maliyet:74.77245), TUA(Lot:22074.89 Maliyet:0.091319), TZD(Lot:2962.37 Maliyet:0.170122), YAU(Lot:259.07 Maliyet:3.890634), YKT(Lot:37152.48 Maliyet:0.054259), ;42.69;10079.28
22.06.2020 00:00:00;ICF(Lot:50.66 Maliyet:10.031842), KYA(Lot:30069.02 Maliyet:0.067612), ST1(Lot:39.14 Maliyet:12.987067), TI2(Lot:8.13 Maliyet:62.510048), TI3(Lot:26.57 Maliyet:76.506195), TUA(Lot:5520.21 Maliyet:0.092072), TYH(Lot:4639.45 Maliyet:0.109551), TZD(Lot:5916.94 Maliyet:0.171797), YAU(Lot:522.54 Maliyet:3.890634), YDI(Lot:18135.83 Maliyet:0.028025), ;85.85;10165.13
23.06.2020 00:00:00;HBU(Lot:4898.6 Maliyet:0.104109), TI2(Lot:16.28 Maliyet:62.65416), TI3(Lot:13.2 Maliyet:77.281265), TZD(Lot:5923.21 Maliyet:0.1722), NAKİT(Lot:6629.84 Maliyet:1), ;34.63;10199.76
24.06.2020 00:00:00;HBU(Lot:9851.03 Maliyet:0.103245), HVS(Lot:7751.47 Maliyet:0.065605), ICF(Lot:51.04 Maliyet:9.96427), TGE(Lot:104037.42 Maliyet:0.019552), TI2(Lot:8.18 Maliyet:62.1773), TI3(Lot:6.65 Maliyet:76.506096), TIE(Lot:34731.25 Maliyet:0.058568), TYH(Lot:4657.6 Maliyet:0.109184), TZD(Lot:2973.09 Maliyet:0.171046), YEF(Lot:29350.12 Maliyet:0.069306), ;-29.06;10170.7
25.06.2020 00:00:00;HBU(Lot:4913.42 Maliyet:0.10299), TGE(Lot:52593.97 Maliyet:0.019243), TIE(Lot:17321 Maliyet:0.05843), YEF(Lot:14620.37 Maliyet:0.069223), NAKİT(Lot:6578.43 Maliyet:1), ;-50.04;10120.66
26.06.2020 00:00:00;HBU(Lot:9826.84 Maliyet:0.10299), TGE(Lot:52593.97 Maliyet:0.019243), TIE(Lot:8660.5 Maliyet:0.05843), YEF(Lot:14620.37 Maliyet:0.069223), NAKİT(Lot:6578.43 Maliyet:1), ;0;10120.66
