Tarih;Sepet İçeriği;Toplam Bakiye
2019-04-11;İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.11  ,  DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.53  ,  ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON(915) : 0.22  ,  TACİRLER PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU(953) : 0.13  ,  ;9416.724509995318
2019-04-12;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.08765  ,  İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.19177  ,  GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON(705) : 0.37609  ,  HSBC PORTFÖY DEĞİŞKEN FON(740) : 0.28773  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.05675  ,  ;9426.427644895748
2019-04-15;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.96  ,  ;9464.776360473392
2019-04-16;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.95  ,  ;9469.45725764535
2019-04-17;İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.23757  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.41014  ,  GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON(705) : 0.24621  ,  HSBC PORTFÖY DEĞİŞKEN FON(740) : 0.06499  ,  TACİRLER PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU(953) : 0.04109  ,  ;9474.08713797242
2019-04-18;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.89  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.09  ,  ;9464.248561223463
2019-04-19;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.28  ,  İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.07  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.3  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.33  ,  ;9469.06457853948
2019-04-22;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.95  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.03  ,  ;9452.361617567502
2019-04-24;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.97  ,  ;9461.609859860633
2019-04-25;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.98  ,  ;9466.850836735497
2019-04-26;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.97  ,  ;9471.61377009763
2019-04-29;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.98  ,  ;9486.273455961506
2019-04-30;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.62784  ,  İŞ PORTFÖY TEMA DEĞİŞKEN FON(948) : 0.37216  ,  ;9492.611370270319
2019-05-02;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.97  ,  ;9480.128889255107
2019-05-03;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.96  ,  ;9484.825973081644
2019-05-06;İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.07925  ,  DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.56721  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.15505  ,  ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON(915) : 0.1382  ,  TACİRLER PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU(953) : 0.06029  ,  ;9499.281471871642
2019-05-07;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.98  ,  ;9508.045997190342
2019-05-08;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.05  ,  DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.93  ,  ;9512.779534462921
2019-05-09;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.98  ,  ;9512.926564066449
2019-05-10;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.51293  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.15396  ,  İŞ PORTFÖY TEMA DEĞİŞKEN FON(948) : 0.33311  ,  ;9518.18069231007
2019-05-13;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.80342  ,  İŞ PORTFÖY TEMA DEĞİŞKEN FON(948) : 0.19658  ,  ;9495.744251133247
2019-05-14;GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON(614) : 0.74437  ,  İŞ PORTFÖY TEMA DEĞİŞKEN FON(948) : 0.25563  ,  ;9519.686170811283
2019-05-15;ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON(514) : 0.22091  ,  GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON(614) : 0.34582  ,  ALBARAKA PORTFÖY KATILIM FONU(895) : 0.16839  ,  İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU(926) : 0.13174  ,  İŞ PORTFÖY ALTIN FONU(963) : 0.13314  ,  ;9592.838969132103
2019-05-16;ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON(514) : 0.24018  ,  GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON(614) : 0.32139  ,  İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU(926) : 0.3466  ,  TACİRLER PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU(953) : 0.09183  ,  ;9604.601186039938
2019-05-17;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.94  ,  İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.06  ,  ;9581.332035409554
2019-05-20;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.04  ,  DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.95  ,  ;9582.274629235952
2019-05-21;ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON(514) : 0.28507  ,  ALBARAKA PORTFÖY KATILIM FONU(895) : 0.30801  ,  İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU(926) : 0.40692  ,  ;9588.297301724664
2019-05-22;ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON(514) : 0.75  ,  GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON(614) : 0.1  ,  İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU(926) : 0.13  ,  ;9579.370412545906
2019-05-23;ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON(514) : 0.35194  ,  GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON(614) : 0.38374  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.0547  ,  İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU(926) : 0.10047  ,  İŞ PORTFÖY ALTIN FONU(963) : 0.10916  ,  ;9548.849983413988
2019-05-24;GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON(614) : 0.47  ,  FİBA PORTFÖY DEĞİŞKEN FON(630) : 0.07  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.08  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.39  ,  ;9580.607130713772
2019-05-27;ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON(514) : 0.07  ,  GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON(614) : 0.27  ,  İŞ PORTFÖY TEMA DEĞİŞKEN FON(948) : 0.64  ,  ;9656.27095166123
2019-05-28;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.94  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.05  ,  ;9643.453873307672
2019-05-29;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.24978  ,  İŞ PORTFÖY TEMA DEĞİŞKEN FON(948) : 0.51086  ,  TACİRLER PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU(953) : 0.12509  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.11428  ,  ;9651.919582839137
2019-05-30;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.97  ,  ;9661.88935238161
2019-05-31;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.44186  ,  HSBC PORTFÖY DEĞİŞKEN FON(740) : 0.25103  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.30711  ,  ;9667.032512508864
2019-06-03;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.5  ,  HSBC PORTFÖY DEĞİŞKEN FON(740) : 0.09  ,  İŞ PORTFÖY TEMA DEĞİŞKEN FON(948) : 0.08  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.32  ,  ;9712.618826962056
2019-06-07;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.421  ,  İŞ PORTFÖY TEMA DEĞİŞKEN FON(948) : 0.23499  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.34401  ,  ;9749.198473941282
2019-06-10;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.4  ,  TACİRLER PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU(953) : 0.18  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.42  ,  ;9892.823319176887
2019-06-11;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.55624  ,  HSBC PORTFÖY DEĞİŞKEN FON(740) : 0.13756  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.3062  ,  ;9929.770124546396
2019-06-12;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.42343  ,  HSBC PORTFÖY DEĞİŞKEN FON(740) : 0.082  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.49457  ,  ;9969.079900003133
2019-06-13;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.1  ,  DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.84  ,  ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON(915) : 0.04  ,  ;9975.355567638298
2019-06-14;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.97  ,  ;9985.623425000196
2019-06-17;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.05  ,  DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.89  ,  ;10001.947379772744
2019-06-18;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.98  ,  ;10008.534892203272
2019-06-19;İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.2  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.23  ,  GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON(705) : 0.1  ,  ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON(915) : 0.15  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.28  ,  ;10013.677089705634
2019-06-20;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.28  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.45  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.24  ,  ;10028.364624500675
2019-06-21;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.57  ,  İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.09  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.09  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.25  ,  ;10091.644639829332
2019-06-24;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.53  ,  İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.14  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.16  ,  ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON(915) : 0.16  ,  ;10156.567997358412
2019-06-25;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.77  ,  İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.04  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.11  ,  İŞ PORTFÖY ALTIN FONU(963) : 0.08  ,  ;10210.99819212338
2019-06-26;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.51653  ,  İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.17826  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.04898  ,  HSBC PORTFÖY DEĞİŞKEN FON(740) : 0.10494  ,  İŞ PORTFÖY ALTIN FONU(963) : 0.15128  ,  ;10180.078631673414
2019-06-27;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.39  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.13  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.46  ,  ;10164.726592887333
2019-06-28;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.10382  ,  İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.14658  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.22279  ,  GEDİK PORTFÖY KARMA FON(663) : 0.14531  ,  GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU(697) : 0.17494  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.20656  ,  ;10178.516526617259
2019-07-01;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.98  ,  ;10247.69793045877
2019-07-02;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.23  ,  İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.08  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.31  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.38  ,  ;10253.312806233549
2019-07-03;GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.5297  ,  HSBC PORTFÖY DEĞİŞKEN FON(740) : 0.13256  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.33773  ,  ;10256.722526056381
2019-07-04;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.10238  ,  DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.52415  ,  GEDİK PORTFÖY BİRİNCİ SERBEST (DÖVIZ) FON(661) : 0.0462  ,  TACİRLER PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU(953) : 0.03136  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.2959  ,  ;10241.136391133561
2019-07-05;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.96  ,  ;10257.188604241092
2019-07-08;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.99  ,  ;10272.654771999121
2019-07-09;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 1.0  ,  ;10278.305163738862
2019-07-10;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.85  ,  ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON(915) : 0.06  ,  TACİRLER PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU(953) : 0.06  ,  ;10283.490809870369
2019-07-11;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.93  ,  İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU(926) : 0.06  ,  ;10290.186503825473
2019-07-12;ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON(514) : 0.33814  ,  FİBA PORTFÖY DEĞİŞKEN FON(630) : 0.42797  ,  QNB FİNANS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON(639) : 0.09262  ,  İŞ PORTFÖY ALTIN FONU(963) : 0.14126  ,  ;10287.554291317254
2019-07-16;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.98  ,  ;10233.78781389691
2019-07-17;QNB FİNANS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON(639) : 0.14868  ,  QNB FINANS PORTFÖY EUROBOND BORÇLANMA ARAÇLARI FONU(644) : 0.49957  ,  TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU(955) : 0.35175  ,  ;10238.850320354188
2019-07-18;ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON(514) : 0.12213  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.87787  ,  ;10285.902865607191
2019-07-19;AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU(538) : 0.24  ,  İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.21  ,  GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON(705) : 0.06  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.46  ,  ;10363.393890055491
2019-07-22;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.39442  ,  GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON(705) : 0.30859  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.29698  ,  ;10348.527286256614
2019-07-23;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.56  ,  GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON(705) : 0.2  ,  ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON(915) : 0.09  ,  İŞ PORTFÖY ALTIN FONU(963) : 0.09  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.06  ,  ;10322.700758387007
2019-07-24;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.93  ,  ;10347.509561375862
2019-07-25;AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU(540) : 0.13358  ,  İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU(551) : 0.29137  ,  GEDİK PORTFÖY KARMA FON(663) : 0.1251  ,  GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU(697) : 0.13297  ,  ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON(915) : 0.26443  ,  ZİRAAT PORTFÖY İKİNCİ DEĞİŞKEN FON(1019) : 0.05256  ,  ;10352.770553918932
