Tarih;Sepet İçeriği;Toplam Bakiye
2019-04-29;AK PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(539) : 0.76315  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.23685  ,  ;10027.800867742792
2019-04-30;MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.27765  ,  İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 0.72235  ,  ;10003.038103936404
2019-05-02;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.99  ,  ;10091.392386715472
2019-05-03;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.99  ,  ;10096.186317631216
2019-05-06;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.99  ,  ;10111.093550758402
2019-05-07;MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 1.0  ,  ;10116.409557846411
2019-05-08;MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 1.0  ,  ;10116.01891938231
2019-05-09;ICBC TURKEY PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)(765) : 0.76386  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.23614  ,  ;10120.166742751675
2019-05-10;AK PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(539) : 0.11014  ,  İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 0.88986  ,  ;10034.130587668922
2019-05-13;AK PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(539) : 0.70284  ,  İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.29716  ,  ;10013.335098884914
2019-05-14;İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 1.0  ,  ;9784.643589584568
2019-05-15;AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU(520) : 0.18523  ,  İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.27218  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.08518  ,  İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 0.4574  ,  ;10007.16324827622
2019-05-16;İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.58491  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.41509  ,  ;9969.849139549257
2019-05-17;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.36781  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.63219  ,  ;9991.545794625199
2019-05-20;AK PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(539) : 0.67883  ,  İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 0.32117  ,  ;9947.26005599769
2019-05-21;AK PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(539) : 0.68105  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.31895  ,  ;9950.633144238518
2019-05-22;AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU(520) : 0.08436  ,  AK PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(539) : 0.76317  ,  İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.15247  ,  ;9806.135482809392
2019-05-23;AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU(520) : 0.12716  ,  İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.13704  ,  İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 0.7358  ,  ;9677.52702735807
2019-05-24;İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 0.95479  ,  TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(969) : 0.04521  ,  ;9723.920566779883
2019-05-27;MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 1.0  ,  ;9880.675387783747
2019-05-28;OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.25723  ,  İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 0.74277  ,  ;9906.249289103554
2019-05-29;OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 1.0  ,  ;10037.794634365524
2019-05-30;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.99  ,  ;10063.62591090582
2019-05-31;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.42167  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.57833  ,  ;10068.87511557178
2019-06-03;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.26022  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.58562  ,  İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 0.15416  ,  ;10158.057286861791
2019-06-07;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.11694  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.88306  ,  ;10142.700907753497
2019-06-10;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.68356  ,  AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(692) : 0.10887  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.20757  ,  ;10528.153248379114
2019-06-11;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 1.0  ,  ;10587.773053769786
2019-06-12;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.84755  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.15245  ,  ;10451.789242253135
2019-06-13;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 1.0  ,  ;10486.65833625346
2019-06-14;AK PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(539) : 0.32396  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.67604  ,  ;10491.920109471035
2019-06-17;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.99  ,  ;10517.150188334415
2019-06-18;ICBC TURKEY PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON)(765) : 0.28211  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.71789  ,  ;10522.867624151078
2019-06-19;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.53044  ,  ZİRAAT PORTFÖY ALTIN KATILIM FONU(919) : 0.46956  ,  ;10640.881438601606
2019-06-20;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.37435  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.62565  ,  ;10622.49139277493
2019-06-21;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.58811  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.41189  ,  ;10655.839737472526
2019-06-24;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.9  ,  ZİRAAT PORTFÖY ALTIN KATILIM FONU(919) : 0.06  ,  İSTANBUL PORTFÖY İKİNCİ DEĞİŞKEN FON(505) : 0.03  ,  ;10619.839170199068
2019-06-25;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.16207  ,  ZİRAAT PORTFÖY ALTIN KATILIM FONU(919) : 0.83793  ,  ;10627.63189549796
2019-06-26;OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.12  ,  ZİRAAT PORTFÖY ALTIN KATILIM FONU(919) : 0.86  ,  ;10823.144684156448
2019-06-27;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.58344  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.0531  ,  ZİRAAT PORTFÖY ALTIN KATILIM FONU(919) : 0.36346  ,  ;10684.040385812823
2019-06-28;ZİRAAT PORTFÖY ALTIN KATILIM FONU(919) : 0.68452  ,  ACTUS PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(504) : 0.28238  ,  İSTANBUL PORTFÖY İKİNCİ DEĞİŞKEN FON(505) : 0.0331  ,  ;10723.570318407217
2019-07-01;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 1.0  ,  ;10742.231618291036
2019-07-02;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.65478  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.34522  ,  ;10747.961083367343
2019-07-03;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.16303  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.83697  ,  ;10800.39185446194
2019-07-04;QİNVEST PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON)(621) : 0.43  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.55  ,  ;10724.93472548779
2019-07-05;ACTUS PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(504) : 0.11559  ,  İSTANBUL PORTFÖY İKİNCİ DEĞİŞKEN FON(505) : 0.88441  ,  ;10766.00443147987
2019-07-08;AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU(520) : 0.45946  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.24796  ,  İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU(949) : 0.29258  ,  ;10719.210212106142
2019-07-09;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 1.0  ,  ;10845.953454338107
2019-07-10;MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.84387  ,  ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(894) : 0.15613  ,  ;10851.139100469614
2019-07-11;İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 0.98  ,  ;10931.811386199555
2019-07-12;MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 1.0  ,  ;11012.695637294872
2019-07-16;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.73992  ,  AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(692) : 0.12508  ,  İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.04083  ,  ZİRAAT PORTFÖY ALTIN KATILIM FONU(919) : 0.04891  ,  ZİRAAT PORTFÖY KATILIM ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(1021) : 0.04526  ,  ;10842.27577588469
2019-07-17;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.99  ,  ;10942.157968175088
2019-07-18;QİNVEST PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON)(621) : 0.12597  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.87403  ,  ;10949.314102004084
2019-07-19;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.84249  ,  ZİRAAT PORTFÖY KATILIM ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(1021) : 0.15751  ,  ;11103.488637280658
2019-07-22;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.41278  ,  AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(692) : 0.58722  ,  ;11165.320229387997
2019-07-23;AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(692) : 0.67767  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.12686  ,  ZİRAAT PORTFÖY ALTIN KATILIM FONU(919) : 0.19547  ,  ;11143.242637536323
2019-07-24;AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(692) : 0.33341  ,  ZİRAAT PORTFÖY KATILIM ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(1021) : 0.66659  ,  ;11188.746929463457
2019-07-25;İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.72443  ,  ACTUS PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(504) : 0.24127  ,  İSTANBUL PORTFÖY İKİNCİ DEĞİŞKEN FON(505) : 0.0343  ,  ;11237.206357387737
2019-07-26;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.9169  ,  OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(853) : 0.0831  ,  ;11169.035701531606
2019-07-29;GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(686) : 0.4471  ,  ZİRAAT PORTFÖY ALTIN KATILIM FONU(919) : 0.5529  ,  ;11227.113058716697
2019-07-30;HSBC PORTFÖY ALTIN FONU(719) : 0.267  ,  İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.20324  ,  İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU(949) : 0.52975  ,  ;11220.013461624947
2019-07-31;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.66  ,  QİNVEST PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON)(621) : 0.34  ,  ;11117.129231626173
2019-08-01;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 1.0  ,  ;11133.939796155239
2019-08-02;AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU(520) : 0.22652  ,  DENİZ PORTFÖY ALTIN FONU(573) : 0.26307  ,  İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU(949) : 0.51041  ,  ;11139.058289270864
2019-08-05;AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU(520) : 0.61065  ,  DENİZ PORTFÖY ALTIN FONU(573) : 0.07723  ,  İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU(949) : 0.31212  ,  ;11074.207268115235
2019-08-06;AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU(520) : 0.26  ,  İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.36  ,  İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU(949) : 0.35  ,  ;10892.692220489727
2019-08-07;AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU(520) : 0.03651  ,  İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.78769  ,  İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 0.1758  ,  ;10873.011630789408
2019-08-08;AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU(520) : 0.39163  ,  İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.50509  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.05114  ,  İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU(949) : 0.05214  ,  ;10732.492528398543
2019-08-09;AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU(520) : 0.57  ,  ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(894) : 0.03  ,  İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU(949) : 0.39  ,  ;10894.945824516793
2019-08-15;AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU(520) : 0.38776  ,  İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.1801  ,  MÜKAFAT PORTFÖY KATILIM HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON )(843) : 0.21419  ,  İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU(949) : 0.05725  ,  YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(995) : 0.1607  ,  ;10815.793226351167
2019-08-16;ZİRAAT PORTFÖY ALTIN KATILIM FONU(919) : 0.76  ,  ACTUS PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(504) : 0.2  ,  ;10709.242769182705
2019-08-19;İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.45496  ,  YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(995) : 0.54504  ,  ;10608.974024874435
2019-08-20;İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 0.87665  ,  TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(969) : 0.12335  ,  ;10702.33287270681
2019-08-21;İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)(934) : 1.0  ,  ;10767.989970137662
2019-08-22;DENİZ PORTFÖY KISALI VADELİ BORÇLANMA ARAÇLARI FONU(577) : 0.86169  ,  İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON(797) : 0.04972  ,  ZİRAAT PORTFÖY ALTIN KATILIM FONU(919) : 0.08859  ,  ;10734.116041708163
